City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
618,Abu Samrah,SY,35.3029,37.1841,45.07,85,58,5.88,broken clouds,2021-01-28 20:15:27
619,Progreso,MX,21.2833,-89.6667,77.0,83,90,8.05,overcast clouds,2021-01-28 20:13:19
620,Lethem,GY,3.3803,-59.7968,89.37,41,92,14.36,overcast clouds,2021-01-28 20:15:27
621,Pordim,BG,43.3833,24.85,28.4,74,20,9.22,few clouds,2021-01-28 20:15:27
622,Vershino-Darasunskiy,RU,52.35,115.5167,-25.44,89,100,1.52,overcast clouds,2021-01-28 20:13:09
623,Susanville,US,40.4163,-120.653,37.0,100,90,4.94,snow,2021-01-28 20:14:43
624,Port Hedland,AU,-20.3167,118.5667,78.8,89,0,6.91,clear sky,2021-01-28 20:08:13
625,Tutoia,BR,-2.7619,-42.2744,84.2,74,40,19.57,scattered clouds,2021-01-28 20:15:28
626,Imeni Vorovskogo,RU,55.7233,38.3414,33.8,93,90,13.42,light snow,2021-01-28 20:15:28
627,Pathein,MM,16.7833,94.7333,72.95,81,0,7.81,clear sky,2021-01-28 20:15:28
628,Salalah,OM,17.0151,54.0924,71.6,60,40,1.14,scattered clouds,2021-01-28 20:13:17
629,Toumodi,CI,6.5613,-5.0158,84.0,73,9,7.56,clear sky,2021-01-28 20:15:29
630,Meru,KE,0.0463,37.6559,60.76,82,11,3.29,few clouds,2021-01-28 20:15:29
631,Duldurga,RU,50.6761,113.5931,-9.62,88,98,3.42,overcast clouds,2021-01-28 20:15:29
632,Lisakovsk,KZ,52.5369,62.4936,11.91,94,82,9.84,broken clouds,2021-01-28 20:15:29
633,Wilmington,US,34.2257,-77.9447,45.0,49,20,24.16,few clouds,2021-01-28 20:14:22
634,San Antonio,US,29.4241,-98.4936,55.99,38,1,6.91,clear sky,2021-01-28 20:10:37
635,Fort Saint James,CA,54.4333,-124.25,2.62,88,27,0.85,scattered clouds,2021-01-28 20:15:30
636,Harboore,DK,56.6175,8.1807,27.0,87,100,5.46,overcast clouds,2021-01-28 20:15:30
637,Chapais,CA,49.7834,-74.8492,-2.2,78,90,10.36,light snow,2021-01-28 20:13:39
638,Halifax,CA,44.6453,-63.5724,34.0,64,75,4.61,broken clouds,2021-01-28 20:15:30
639,Nuevo Laredo,MX,27.4763,-99.5164,64.4,31,75,5.75,broken clouds,2021-01-28 20:15:30
640,Zarautz,ES,43.2844,-2.1699,55.99,100,0,2.3,clear sky,2021-01-28 20:15:31
641,Leshan,CN,29.5623,103.7639,47.43,77,61,2.24,broken clouds,2021-01-28 20:15:31
642,Pochutla,MX,15.7432,-96.4661,88.0,48,75,17.27,broken clouds,2021-01-28 20:15:31
643,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.63,96,100,0.72,overcast clouds,2021-01-28 20:12:23
644,Maumere,ID,-8.6199,122.2111,80.44,81,100,14.65,moderate rain,2021-01-28 20:13:15
645,Bradford,GB,53.7939,-1.7521,44.01,93,75,5.75,fog,2021-01-28 20:15:31
646,Pandan,PH,14.0453,124.1694,75.61,84,100,18.77,overcast clouds,2021-01-28 20:15:31
647,Nebyliv,UA,48.8153,24.2166,24.64,90,100,9.64,overcast clouds,2021-01-28 20:15:32
648,Mananjary,MG,-21.2167,48.3333,78.33,85,1,2.93,clear sky,2021-01-28 20:15:32
649,Lydenburg,ZA,-25.0978,30.4597,60.76,93,100,3.74,light rain,2021-01-28 20:15:32
650,Bosaso,SO,11.2842,49.1816,74.03,71,0,3.71,clear sky,2021-01-28 20:15:32
651,Saint-Joseph,RE,-21.3667,55.6167,78.8,69,0,6.91,light rain,2021-01-28 20:11:24
652,George,ZA,-33.963,22.4617,59.0,88,0,3.44,clear sky,2021-01-28 20:15:32
653,Isla Aguada,MX,18.7833,-91.4667,80.6,78,40,9.22,scattered clouds,2021-01-28 20:15:33
654,Hinganghat,IN,20.5667,78.8333,71.6,83,75,4.61,mist,2021-01-28 20:15:33
655,Waingapu,ID,-9.6567,120.2641,78.08,83,100,8.88,overcast clouds,2021-01-28 20:12:49
656,Grand Island,US,40.925,-98.342,23.0,86,90,18.41,haze,2021-01-28 20:13:47
657,Atar,MR,20.5169,-13.0499,74.1,20,0,10.63,clear sky,2021-01-28 20:15:33
658,Comodoro Rivadavia,AR,-45.8667,-67.5,69.8,30,40,11.5,scattered clouds,2021-01-28 20:15:01
659,Tomatlan,MX,19.9333,-105.25,88.61,44,21,10.45,few clouds,2021-01-28 20:15:34
660,Muscat,OM,23.6139,58.5922,64.4,72,0,2.3,clear sky,2021-01-28 20:13:42
661,Berezovka,BY,53.7214,25.4993,18.97,97,100,5.03,overcast clouds,2021-01-28 20:15:34
662,Peniche,PT,39.3558,-9.3811,55.99,99,63,5.01,broken clouds,2021-01-28 20:12:30
663,Novodugino,RU,55.6305,34.2842,33.55,99,100,4.88,snow,2021-01-28 20:15:34
664,Havelock,US,34.8791,-76.9013,41.0,56,75,33.38,broken clouds,2021-01-28 20:11:42
665,Oriximina,BR,-1.7656,-55.8661,86.38,65,91,3.38,overcast clouds,2021-01-28 20:15:34
666,Kapuskasing,CA,49.4169,-82.4331,3.2,72,100,10.36,overcast clouds,2021-01-28 20:15:35
667,Nur,PL,52.6683,22.3221,30.99,83,94,1.99,overcast clouds,2021-01-28 20:15:35
668,Kupang,ID,-10.1667,123.5833,80.06,83,100,13.0,light rain,2021-01-28 20:13:16
669,Piacabucu,BR,-10.4056,-36.4344,80.87,71,71,11.92,broken clouds,2021-01-28 20:15:35
670,Veshenskaya,RU,49.6303,41.7334,33.98,93,100,8.75,snow,2021-01-28 20:15:35
671,Vanavara,RU,60.34,102.2797,-42.45,79,20,5.19,few clouds,2021-01-28 20:15:35
672,Moussoro,TD,13.6408,16.4901,73.89,15,29,14.36,scattered clouds,2021-01-28 20:15:35
673,Ngunguru,NZ,-35.6167,174.5,64.99,57,0,11.01,clear sky,2021-01-28 20:15:36
674,Sioux Lookout,CA,50.1001,-91.917,3.2,60,20,4.61,few clouds,2021-01-28 20:15:36
675,Dakar,SN,14.6937,-17.4441,73.4,49,0,6.91,clear sky,2021-01-28 20:10:48
676,Gosainganj,IN,26.5833,82.3833,48.78,58,0,4.81,clear sky,2021-01-28 20:15:36
